State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
LA,25072.96,37.51828354282749,17737.44,20.941830547176785,0.0,0.0,17339.24,27.156661552309163,476.88,4.371620599579367,0.0,0.0,532.0,4.182901704160243,0.0,0.0
RA,25096.32,36.63080306699995,17737.96,29.373371160514303,0.0,0.0,17348.8,28.423816304875977,486.72,4.848202416016339,0.0,0.0,479.16,4.058604029302029,0.0,0.0
VA,16766.76,24.4538531387864,17731.36,29.4873351344833,0.0,0.0,17353.92,29.009993680339427,898.64,4.603216266915991,0.0,0.0,10.72,0.7494887146137246,0.0,0.0
HA,34576.68,40.4287735818604,17723.96,30.636605556099063,0.0,0.0,17397.12,21.312619110126594,12.56,0.770454411370329,0.0,0.0,1075.68,7.114473510621383,0.0,0.0
DA,25293.12,30.134936535523014,17696.92,25.545835929429547,0.0,0.0,17353.04,23.811445427217,477.36,3.889250141951103,0.0,0.0,516.64,5.131562465110732,0.0,0.0
AA,26116.96,30.733775123361163,17719.52,23.540328516540857,0.0,0.0,17338.76,20.426313095286353,429.08,3.856993647907655,0.0,0.0,558.36,4.349283465890292,0.0,0.0
AD,26164.16,36.63644269485417,37028.24,34.74071962409529,0.0,0.0,8403.88,20.999390467344526,1131.68,7.97866321301173,0.0,0.0,210.92,3.104255144152942,0.0,0.0
DD,25206.48,30.370661281352874,37029.76,32.73063193197874,0.0,0.0,8344.36,18.77452884450988,1035.52,5.852384129566342,0.0,0.0,254.52,2.0857612519173907,0.0,0.0
HD,34487.44,33.583035399836426,36988.24,46.84486026591746,0.0,0.0,8371.28,20.066183825863188,2145.48,9.439653948459481,0.0,0.0,19.04,0.8316249154516717,0.0,0.0
VD,16799.2,27.255702767188616,37056.44,38.421611973818415,0.0,0.0,8380.8,16.790473489452285,15.4,0.754983443527075,0.0,0.0,444.8,4.877157642179168,0.0,0.0
RD,25160.84,38.59376806342357,37048.12,36.65202677433632,0.0,0.0,8361.28,22.134778065298057,961.28,6.004587135404622,0.0,0.0,241.32,3.2658434336834548,0.0,0.0
LD,25059.96,33.83934987555169,36983.72,40.648268515809306,0.0,0.0,8360.56,20.639531648432982,1060.4,7.618180010124904,0.0,0.0,252.56,2.582040536733173,0.0,0.0
LH,25076.6,26.839150508166238,27403.96,39.578886627426336,0.0,0.0,12883.68,31.508925719548095,667.44,6.305309931584119,0.0,0.0,449.8,5.223345032958606,0.0,0.0
RH,25126.88,33.35457589796838,27422.64,34.22094290538082,0.0,0.0,12863.08,19.8758580527567,813.96,4.548069187395166,0.0,0.0,310.0,3.6837480912787726,0.0,0.0
VH,16768.6,24.585836030798976,27382.4,38.16114952845804,0.0,0.0,12840.64,15.670235054608039,479.44,4.147320420062413,0.0,0.0,214.72,2.9430822844992517,0.0,0.0
HH,34558.32,28.03644770651232,27338.08,33.95094107679491,0.0,0.0,12883.28,20.859651642984517,1037.2,7.3641021177058645,0.0,0.0,567.88,3.342813186524188,0.0,0.0
DH,25244.12,33.61697587033472,27337.12,35.4547749487522,0.0,0.0,12859.44,23.33045791806639,94.28,1.8775160895892924,0.0,0.0,720.2,4.868606919164181,0.0,0.0
AH,26149.32,29.50608524807496,27347.52,39.227546443793806,0.0,0.0,12855.84,25.698098502937267,1420.8,8.946321404167563,0.0,0.0,69.72,1.8686180276700033,0.0,0.0
AV,26118.0,35.899535744444755,27397.44,26.208082722702176,0.0,0.0,12865.28,28.516283067749203,133.2,2.275961335348209,0.0,0.0,702.84,5.525902641198088,0.0,0.0
DV,25280.04,31.58942228025071,27365.68,34.93354262023822,0.0,0.0,12793.52,20.1431642664867,1444.6,6.301851579760772,0.0,0.0,54.44,1.6115003361257276,0.0,0.0
HV,34529.8,35.73667583869546,27377.64,37.08197585530379,0.0,0.0,12827.56,25.037377391944762,1131.56,6.07702778228524,0.0,0.0,515.92,3.925523319677688,0.0,0.0
VV,16768.36,21.279949874627683,27372.04,26.200666658185117,0.0,0.0,12859.4,24.747121044679115,434.52,4.644035601356504,0.0,0.0,247.88,3.010714200982883,0.0,0.0
RV,25146.2,35.33308176011069,27443.0,34.358599117736645,0.0,0.0,12863.56,23.270588017208905,625.16,6.322098807621828,0.0,0.0,417.48,4.564763593732612,0.0,0.0
