State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
RV,27573.76,31.85369052401935,30173.88,28.78323122931128,0.0,0.0,13268.08,30.554973408595856,840.28,6.21437044277214,0.0,0.0,461.28,3.967585327794896,0.0,0.0
LV,27580.72,37.12445375580181,30118.52,40.5485766293549,0.0,0.0,13330.52,18.10949290657619,858.64,6.00274381706677,0.0,0.0,389.52,4.1497469802386755,0.0,0.0
LL,27622.32,32.59037281161416,29910.52,31.700374340586784,0.0,0.0,13520.92,20.98935603268158,566.04,4.776498019818842,0.0,0.0,541.88,4.663803883812726,0.0,0.0
RL,27509.84,33.755971323604356,29967.32,26.338547163172585,0.0,0.0,13542.88,21.090465460329067,1193.2,6.198386886924694,0.0,0.0,273.44,4.177750590928089,0.0,0.0
VL,48833.24,45.58392552936469,30043.56,37.54819480791764,0.0,0.0,13518.92,21.901059335109796,1587.8,7.613365440679526,0.0,0.0,732.2,4.72122865364515,0.0,0.0
HL,5996.88,16.16955163262111,29951.44,43.58983367713164,0.0,0.0,13496.12,21.847373602640054,65.76,1.3419885742186233,0.0,0.0,28.92,1.243543324536785,0.0,0.0
DL,28465.48,32.80137801983326,29993.4,36.46898225433041,0.0,0.0,13506.32,22.049468625494505,857.08,5.9604026709610824,0.0,0.0,389.6,4.396589587396122,0.0,0.0
AL,26421.68,30.801012970355373,30009.92,37.62884177507106,0.0,0.0,13480.0,23.031572532793614,787.64,6.0920385203422125,0.0,0.0,383.56,4.174158597849392,0.0,0.0
AR,26443.32,33.06038515605447,28415.88,37.84993703209205,0.0,0.0,14029.2,26.2561103999304,781.0,5.046781152378217,0.0,0.0,372.4,3.944194045260282,0.0,0.0
DR,28498.96,30.13544314147933,28328.64,33.67129737130226,0.0,0.0,13972.48,25.657560289318234,780.68,5.174527353617269,0.0,0.0,415.36,4.577073300702098,0.0,0.0
HR,5979.92,13.234792530800524,28452.44,32.9639742749566,0.0,0.0,13958.2,25.42590542471726,60.92,1.6642515835453886,0.0,0.0,32.08,1.1831032640193895,0.0,0.0
VR,48918.44,54.99706295188256,28398.48,35.93689469055444,0.0,0.0,14009.36,19.87367437927203,1495.56,7.328501438447927,0.0,0.0,763.44,4.769723961265123,0.0,0.0
RR,27531.2,33.0056055845064,28318.32,29.180228466092125,0.0,0.0,14037.4,27.749594591633223,573.48,4.75048067743325,0.0,0.0,580.4,4.88535225614967,0.0,0.0
LR,27609.04,32.92033211659121,28339.4,30.751910509755323,0.0,0.0,14005.44,20.13289845004936,1089.8,6.4384263087600315,0.0,0.0,265.76,3.0272539811959396,0.0,0.0
