State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
LA,26014.72,40.23503945567843,27934.32,48.31696458457078,0.0,0.0,12967.72,29.568086399585166,798.32,6.311819600294884,0.0,0.0,398.68,4.930760590416046,0.0,0.0
RA,26012.24,27.79857790127641,27857.92,41.903775486225584,0.0,0.0,12949.36,19.856055331644633,830.92,6.65955954499495,0.0,0.0,352.28,2.813965173913849,0.0,0.0
VA,26561.36,27.56609511700923,27869.32,41.552646125126614,0.0,0.0,12912.2,28.237445587965873,1526.68,8.07005163139204,0.0,0.0,15.28,0.8114185110040317,0.0,0.0
HA,26308.76,26.613172177200774,27798.16,32.911228073916256,0.0,0.0,12948.28,24.94971743326966,12.92,0.816333265278342,0.0,0.0,782.48,3.9850219572795327,0.0,0.0
DA,26481.72,25.519111792275737,27827.64,31.008325763682677,0.0,0.0,12927.6,28.401819190561252,812.84,6.027348781457178,0.0,0.0,379.92,3.644594170366114,0.0,0.0
AA,26421.08,27.354580359908045,27814.8,25.725603329497773,0.0,0.0,13008.28,28.23883378139638,735.92,4.760574195059528,0.0,0.0,417.24,4.279906541035681,0.0,0.0
AD,26434.32,30.598078371034994,27964.28,32.83004315156064,0.0,0.0,12917.92,18.451912276690095,823.92,5.764523686596606,0.0,0.0,360.72,5.417108699912405,0.0,0.0
DD,26537.8,35.326052709013496,27959.68,33.420089766486264,0.0,0.0,12907.8,22.7547797176769,755.4,4.575295983139598,0.0,0.0,418.28,4.541482870898741,0.0,0.0
HD,26280.36,35.23917706190086,28069.24,40.137608299449035,0.0,0.0,12907.52,25.409323748052277,1569.2,9.29211134959829,0.0,0.0,14.96,0.7336665909435067,0.0,0.0
VD,26384.16,36.830769744875006,27949.92,30.77790982723377,0.0,0.0,12890.0,23.432456123932035,15.0,0.6928203230275509,0.0,0.0,762.68,5.838869753642395,0.0,0.0
RD,26052.44,39.058975921035106,28022.36,30.474573007673136,0.0,0.0,12937.52,21.304234320904378,706.92,6.0583055937008226,0.0,0.0,419.88,4.0568131992160215,0.0,0.0
LD,25938.0,38.142758159315115,28051.32,26.95346112592345,0.0,0.0,12914.04,19.001357846217203,765.76,4.117960660326905,0.0,0.0,410.6,4.7360320944858465,0.0,0.0
LH,25937.32,33.62705854913074,27796.64,26.076738037313383,0.0,0.0,12946.96,12.901353934116116,706.2,5.1254268114958,0.0,0.0,436.16,4.1551895263633885,0.0,0.0
RH,25971.48,29.873183068877456,27808.72,33.11125287068834,0.0,0.0,12960.4,21.00325371619042,830.28,7.642320764444965,0.0,0.0,343.6,3.767404057614916,0.0,0.0
VH,26353.4,33.62657679078659,27907.72,25.202349096859997,0.0,0.0,12976.0,25.511435344435903,797.92,5.337265217318697,0.0,0.0,365.36,3.4630814794534266,0.0,0.0
HH,26269.04,41.32539493660849,27868.68,25.211288476923716,0.0,0.0,12934.0,26.293028226762573,746.48,6.69604858604436,0.0,0.0,426.6,3.681937895547217,0.0,0.0
DH,26419.56,39.70634206269825,27826.84,34.45376999207296,0.0,0.0,12958.88,19.552094516956487,38.28,1.296816615151631,0.0,0.0,770.56,6.640050200613446,0.0,0.0
AH,26359.76,24.787313959631312,27878.64,31.877519769685136,0.0,0.0,12952.6,22.685825236624446,1514.84,11.335295908503374,0.0,0.0,27.88,1.0588043571248973,0.0,0.0
AV,26375.44,31.538446378983224,27987.2,29.92501740461761,0.0,0.0,12925.24,23.526671389439404,45.44,1.218031198286809,0.0,0.0,743.8,5.930148958219066,0.0,0.0
DV,26431.16,22.633874318522377,27941.04,35.9799703538881,0.0,0.0,12923.16,23.1501389484671,1535.6,5.872534943843815,0.0,0.0,31.16,1.1869849760352207,0.0,0.0
HV,26337.48,42.508239201359544,27983.72,34.45492320893102,0.0,0.0,12933.8,21.627528753882164,828.16,5.708379805163633,0.0,0.0,374.0,3.7731507611897337,0.0,0.0
VV,26389.6,24.69905531256881,28026.36,39.72593107782371,0.0,0.0,12937.0,22.489256694401142,753.0,5.492115560813823,0.0,0.0,413.12,3.942215958907714,0.0,0.0
RV,26034.44,36.8435919349168,27958.88,32.63399658842498,0.0,0.0,12908.76,22.874970309634644,672.68,5.914310328911282,0.0,0.0,425.16,4.000699938760716,0.0,0.0
LV,25882.4,33.894886536664096,27987.24,42.883962814397954,0.0,0.0,12964.6,17.920193451336775,874.48,5.791982964984157,0.0,0.0,358.24,3.5685104268681442,0.0,0.0
LL,25978.92,27.875671591311782,27719.16,35.949208614377035,0.0,0.0,13055.2,21.65933209188747,35.92,1.198499061326291,0.0,0.0,778.76,6.376592611523284,0.0,0.0
