State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
LL,24631.64,33.92265123286602,27665.04,27.116691046905657,0.0,0.0,13065.72,30.299918591749822,103.64,2.3500921967729975,0.0,0.0,672.28,5.248974503018027,0.0,0.0
RL,24782.76,31.788744339257356,27676.76,36.50284372483875,0.0,0.0,13032.68,17.45162074612747,1342.88,8.104591291360716,0.0,0.0,60.32,1.5206577524216285,0.0,0.0
VL,16415.32,25.40759204122526,27687.24,30.22605278012111,0.0,0.0,13083.12,21.925428160015485,438.24,4.282242403227542,0.0,0.0,212.04,2.884718357136447,0.0,0.0
HL,34088.64,34.453973162273556,27740.2,31.977752683180643,0.0,0.0,13048.6,24.286621831782206,1069.56,7.921506590710296,0.0,0.0,538.52,4.217076396430747,0.0,0.0
DL,24892.52,32.01781379170039,27606.76,30.738102305336504,0.0,0.0,13031.8,25.77123719705103,917.4,4.3297421016345385,0.0,0.0,286.2,3.3916564291409785,0.0,0.0
AL,25763.08,34.110307337616696,27691.72,37.68892498687999,0.0,0.0,13055.88,25.29020363698165,577.4,4.418898807018177,0.0,0.0,463.8,4.128760911782936,0.0,0.0
AR,25688.88,31.679084582733765,28375.24,34.826870851877196,0.0,0.0,12601.68,19.991058001016352,949.28,5.497732866070036,0.0,0.0,274.36,3.4674101766784573,0.0,0.0
DR,24865.08,25.96702524356612,28346.8,43.632365662811964,0.0,0.0,12611.32,24.832016967348157,581.88,4.403150387317396,0.0,0.0,467.0,4.851460261268422,0.0,0.0
HR,34140.8,29.0478341131773,28365.24,32.52456917470237,0.0,0.0,12616.08,17.275504816550708,1083.4,6.618912297349165,0.0,0.0,527.48,4.510033259300866,0.0,0.0
VR,16419.48,29.385604185269585,28354.28,33.00563184266184,0.0,0.0,12595.96,30.276585012183915,425.84,4.33961595843073,0.0,0.0,211.96,3.1302183097456107,0.0,0.0
RR,24796.24,19.177876142402564,28357.32,32.97052825378042,0.0,0.0,12543.84,13.96646937012596,115.24,2.1596913359706447,0.0,0.0,645.4,4.119465984809197,0.0,0.0
LR,24666.72,33.091062237407854,28325.04,28.36303227794941,0.0,0.0,12603.08,26.270954810715704,1356.92,8.631902069262216,0.0,0.0,66.48,1.8930750997605283,0.0,0.0
