W1 min,W1 max,W2 min,W2 max,W3 min,W3 max,W4 min,W4 max,W5 min,W5 max,W6 min,W6 max,entangled,xy_yx detect,yz_zy detect,xz_zx detect
0.167195166541733,0.254536555322179,0.242749324184796,0.335518953947795,0.227564957943847,0.252456815279313,0.170566977665262,0.349411249153915,0.233321233277266,0.3394546152117,0.0915243770432137,0.335699774479339,0,0,0,0
0.130863569446676,0.34747513983051,0.221345123047039,0.300316167687328,0.132589248451789,0.241171122606273,0.253057806916721,0.373181822037958,0.128117942288899,0.285730757791269,0.239127001750815,0.34702429813884,0,0,0,0
0.163575604968955,0.378928622399663,0.185024079946717,0.272471692692111,0.233862050836834,0.25286859616131,0.204977323387866,0.308292029612691,0.215919542705716,0.255767931999196,0.202694236242345,0.325618289049596,0,0,0,0
0.19566428421255,0.274552807339777,0.237552486001327,0.29223042245224,0.206861456895191,0.237701992732473,0.263186347864449,0.292250202514343,0.189344715492182,0.309889633009793,0.237206738885473,0.263558912625117,0,0,0,0
0.0879153198577346,0.295222286011671,0.257771713229819,0.359090680884206,0.261498310347826,0.38363288476179,0.0788038483794842,0.276064956511236,0.255369040471463,0.302490983951303,0.0774300924447764,0.364709883131213,1,0,0,0
0.146600576089028,0.390989149270091,0.130744628830898,0.331665645805501,0.106235525801564,0.369182479087339,0.203272531476114,0.321309463616187,0.266444080429658,0.296065603136075,0.0409067728973493,0.396583543524998,1,0,0,1
0.272874058379659,0.316894550666934,0.19567074049323,0.214560650466556,0.195840072289703,0.273232922629267,0.203066839204439,0.327860165872634,0.213504881144338,0.274111419125197,0.192084758379977,0.320298941366293,0,0,0,0
0.0756005163624477,0.092058228583998,0.266274359239209,0.566066895800944,0.026486940606712,0.514629710869778,0.0776695078487122,0.381213840746436,0.0837842327091467,0.385032889895762,0.0139482096109932,0.517234667815754,1,1,1,0
0.0652813177334844,0.135502525137865,0.368654801344451,0.430561355784412,0.0949857327247134,0.373082218970142,0.092702340224027,0.439229708131757,0.087581366561611,0.435998019310288,0.103016607602557,0.373404006541183,1,0,0,0
0.293617574254424,0.366433948029514,0.044757739271305,0.295190738472865,0.0817160119992015,0.303433323350699,0.237288059314079,0.377562605311751,0.162184982666866,0.398508310061187,0.0433117667382365,0.395994940523743,0,0,0,0
0.110459973220035,0.210285098168669,0.092687551592808,0.586567376977206,0.0354316734153545,0.45962863961378,0.187606400017558,0.31733328697427,0.0755069621264968,0.335670100719265,0.180567389928196,0.408255547247123,1,0,0,1
0.0976195047676146,0.435936749055993,0.135341749149453,0.331101996979835,0.241807359639261,0.31857265202023,0.208025075011795,0.231594913332178,0.180968441042775,0.359017882144955,0.215535469781909,0.244478207030388,0,0,0,0
0.118852938147174,0.244865257046774,0.308695153519998,0.327586651298591,0.157933955044982,0.31962461437082,0.205729428742625,0.316712001839222,0.136412890869439,0.338239277054124,0.204055959609131,0.321291872475925,0,0,0,0
0.00857932691033933,0.294797884145383,0.0465919359678455,0.650030853026722,0.0464599671800748,0.339621541320734,0.215826791688509,0.398091699869964,0.0331078459480207,0.372994988191025,0.243558812315273,0.350338353524523,1,1,1,0
0.104708270536157,0.185953649625476,0.177577866881772,0.531760212903095,0.0989653535145617,0.353009681282333,0.179433236920292,0.368591728286695,0.10393356239641,0.375297303330016,0.177189222661917,0.343579911596276,1,1,0,0
0.13391081199976,0.402381217146217,0.206279265697641,0.257428705181926,0.232448633898982,0.403270305212618,0.112740958429057,0.251540102426826,0.228533393896754,0.404201284285779,0.124922983849676,0.242342337985551,0,0,0,0
0.290828597446744,0.407793210968133,0.0607153240554712,0.24066286749601,0.201702770214263,0.382532385410871,0.00750194034979929,0.408262903971705,0.0276597951670003,0.37785802205581,0.239882247662791,0.35459993509845,1,1,0,0
0.211334699885833,0.33963897728221,0.136814093411174,0.312212229461691,0.13119434038587,0.279611451212612,0.289677477511631,0.299516730881764,0.111225477703801,0.448314341161484,0.147512195737352,0.292947985395896,1,0,1,0
0.197990121011482,0.371260117870936,0.176888675534287,0.253861085575812,0.176063860986842,0.360041732490435,0.204960717802976,0.258933688679264,0.250271800095333,0.36216521791889,0.113600110948627,0.273962871040783,0,0,0,0
0.0653160072216299,0.307143350779874,0.159933434618249,0.467607207380404,0.0792721367337704,0.408056689289021,0.219180585548963,0.293490588396352,0.0183762569764071,0.280407131168206,0.239490948251535,0.461725663603845,1,0,0,1
0.237386126471722,0.400943318187947,0.0280168642154892,0.333653691129846,0.0455102402622494,0.362839573419361,0.241935402022283,0.349714784274179,0.302621695131714,0.373832086488111,0.0452557418771799,0.278290476454105,0,0,0,0
0.175874477953623,0.331946821038095,0.0745134870115,0.417665214057354,0.111110652320807,0.187155188327436,0.101416823810297,0.600317335448221,0.17679095880845,0.370972205470509,0.0812152764436246,0.371021559249956,1,0,0,0
0.0763757621481479,0.410655073396857,0.179632531705046,0.333336632773098,0.0676113300729504,0.274425063853659,0.226004260362637,0.43195934571217,0.0722207706039882,0.312685885325437,0.199616045887692,0.41547729824317,1,1,1,1
0.236504135624092,0.417004892394952,0.122646144681724,0.223844827285785,0.180160738347511,0.422601554962663,0.0723780054606878,0.324859701162749,0.150490798766475,0.414573312103115,0.181534613421169,0.25340127570173,0,0,0,0
0.105742366599838,0.360224592768911,0.122237745396538,0.411795295264085,0.230931894040691,0.25909464129732,0.225509119002597,0.284464345670444,0.131000095582985,0.393549489831602,0.0951730780295193,0.380277336522726,0,0,0,0
0.0317359564602595,0.364798764438316,0.0682317053694383,0.535233573734638,0.112178055356673,0.275136797955551,0.240011851388738,0.372673295283495,0.11351161097249,0.33450788088883,0.209193625129022,0.342786883050886,1,0,0,0
0.203114554680503,0.343685994528518,0.0934970007518536,0.359702450035062,0.212715718946959,0.259774064391277,0.188942036115147,0.338568180586997,0.179692533664376,0.251405096290806,0.247294526589378,0.321607843444353,0,0,0,0
0.127423083979933,0.285891359502949,0.239571475990337,0.347114080507376,0.22837050380188,0.34604070980404,0.18025190804373,0.245336878351856,0.20191166887243,0.275023989782957,0.157190856582649,0.365873484722447,0,0,0,0
0.175640043823356,0.242103124612934,0.286323510566978,0.295933321007186,0.196050038602818,0.292099941646095,0.209628911828734,0.302221107952541,0.182766358573171,0.304499710113922,0.137008072149428,0.375725859185562,0,0,0,0
0.0412498974423571,0.453932480547277,0.0722791715416851,0.432538450442041,0.0798485157823943,0.453719126367933,0.155620928693414,0.310811429128976,0.0509454303052125,0.437642864938938,0.0724769540124715,0.438934750817908,1,0,0,0
