HH probability,HV probability,VH probability,VV probability,DD probability,DA probability,AD probability,AA probability,RR probability,RL probability,LR probability,LL probability,xy_yx detect,yz_zy detect,xz_zx detect
0.333481574594,0.265216325285901,0.3178450319751,0.0834570681449989,0.273438122461369,0.205003676239067,0.370316036996275,0.151242164303289,0.308121634958169,0.190494464605833,0.147417137729525,0.353966762706473,1,0,0
0.0551344418490264,0.338061730600771,0.225553119046654,0.381250708503549,0.184453684838633,0.126394807807541,0.54817898900718,0.140972518346646,0.120148268110182,0.363249679957436,0.156881658320535,0.359720393611846,0,1,0
0.346971187521523,0.304498037693849,0.0659798413357886,0.282550933448839,0.319862044625646,0.11646602324779,0.452022009253432,0.111649922873131,0.413638969481871,0.223389483921098,0.116595186617951,0.24637635997908,1,0,1
0.148159892289971,0.236520863877936,0.248934236623085,0.366385007209008,0.220063311325569,0.23165085477382,0.216838013858282,0.331447820042329,0.23509286048324,0.206705454713147,0.192866889981466,0.365334794822147,0,0,0
0.16180192237059,0.136233646378809,0.21366056610243,0.488303865148171,0.264142946138132,0.227422423809354,0.404200017997752,0.104234612054761,0.206730459428317,0.245932631224595,0.145887882078483,0.401449027268604,1,1,0
0.291973245276333,0.393745099482751,0.295671527537213,0.0186101277037033,0.0774154710455308,0.233683606192548,0.285023902667264,0.403877020094657,0.21832402011815,0.341689019276056,0.179793153088328,0.260193807517467,1,0,0
0.43366694872172,0.244739334974556,0.199140236425163,0.122453479878561,0.266341545324059,0.08875707162035,0.276933487140407,0.367967895915184,0.131900447183514,0.17359952463899,0.275339774188756,0.419160253988739,1,1,0
0.275121051315155,0.348466988460111,0.32562763100777,0.0507843292169646,0.214510217949854,0.0646749681053377,0.359267674852453,0.361547139092354,0.189724360999519,0.340242939759142,0.175966290620417,0.294066408620922,1,1,0
0.303269640124765,0.241239348408756,0.130929583882193,0.324561427584287,0.288057173342743,0.159682319567513,0.213572456494562,0.338688050595181,0.270945050307897,0.255643112569167,0.148805549809121,0.324606287313816,0,0,0
0.13645071637315,0.167091500917736,0.400460801653546,0.295996981055568,0.174537089714027,0.292569009027533,0.209665045151436,0.323228856107003,0.226678514931491,0.121251368843549,0.310536425712491,0.341533690512468,0,0,0
0.241985524563902,0.237898183362445,0.410581361110542,0.109534930963111,0.213461083748885,0.215129943730128,0.345787628500451,0.225621344020535,0.128657079646649,0.242481972136132,0.404271068456507,0.224589879760712,0,0,0
0.26865005690269,0.315332363900265,0.344588401688282,0.0714291775087637,0.213382475883336,0.308240800737659,0.279732140687769,0.198644582691236,0.160999037629797,0.251920202260525,0.331172500763186,0.255908259346492,0,0,0
0.227413191724597,0.292770230840738,0.365950746145617,0.113865831289048,0.242346768452134,0.18790721384823,0.249373192820402,0.320372824879233,0.274495766843891,0.190808003958855,0.341489537136239,0.193206692061014,0,0,0
0.507081212587124,0.262197680235345,0.143932374872513,0.0867887323050181,0.195916153501068,0.333148908578721,0.188199489881428,0.282735448038783,0.221180051099946,0.118961612684292,0.409729513626907,0.250128822588855,0,0,0
0.197848215599227,0.245053189247703,0.266723206908327,0.290375388244743,0.228734029049557,0.108452556943691,0.410521484606975,0.252291929399777,0.443203249209064,0.24379012453825,0.0802040739554324,0.232802552297253,0,0,0
0.177143171694941,0.47947403403207,0.176719054048741,0.166663740224248,0.182196175470961,0.246139205206078,0.323296507677477,0.248368111645483,0.34354038490492,0.187478642383446,0.305134088948626,0.163846883763007,0,0,0
0.179887136309083,0.649173617058862,0.106229796560804,0.0647094500712506,0.158827300324804,0.234130031591354,0.251259549150695,0.355783118933147,0.199760695214045,0.0292268657101047,0.6561280309271,0.11488440814875,1,1,1
0.257212473987531,0.254890498565652,0.288542561327111,0.199354466119706,0.21357680448839,0.299045053490118,0.301857118522469,0.185521023499023,0.229476830701138,0.270934233989391,0.350512600617294,0.149076334692176,0,0,0
0.257618933075089,0.186962661637551,0.181077816209657,0.374340589077704,0.226339041342769,0.221140769856359,0.346560856848783,0.205959331952089,0.24493950033631,0.247133800733931,0.314020557392303,0.193906141537456,0,0,0
0.0266291790004959,0.163396432939547,0.191258970361114,0.618715417698844,0.304113987538577,0.444496765722684,0.112163751655932,0.139225495082807,0.427232110372805,0.156358237692199,0.267759409811857,0.148650242123138,0,0,1
0.221464242996224,0.234428767625726,0.219894594564718,0.324212394813332,0.259330038584222,0.264719204833397,0.25065129214039,0.22529946444199,0.235595808562145,0.245849581617539,0.291552886660846,0.22700172315947,0,0,0
0.341570272534373,0.282503182250747,0.225037176180806,0.150889369034073,0.274008537206683,0.209829622963721,0.345440422161086,0.170721417668509,0.22633665883001,0.266290983327644,0.305462518472569,0.201909839369776,0,0,0
0.0887564737404015,0.076629105546524,0.341535851088804,0.493078569624271,0.239807759348149,0.451102090407791,0.0300456145283465,0.279044535715714,0.0581264331310134,0.456810177760422,0.135456324523243,0.349607064585321,1,1,1
0.197590349980581,0.142793313676002,0.36365438793392,0.295961948409498,0.283860014143578,0.264064459067014,0.270168943967362,0.181906582822045,0.282565648290244,0.110378615721366,0.288179287486944,0.318876448501446,0,0,0
0.245375863921463,0.188649729475997,0.335545553536517,0.230428853066023,0.329146892399934,0.278561747609406,0.179330833177391,0.212960526813268,0.398567527321232,0.300441938967777,0.217849954326998,0.0831405793839929,0,0,0
0.202665839345667,0.133425973490963,0.249248757626758,0.414659429536612,0.258204143190733,0.365601270059942,0.228645150207831,0.147549436541494,0.158766533787325,0.263241627773222,0.275959920502298,0.302031917937154,0,0,0
0.371458561205584,0.32203410938473,0.133706995121217,0.172800334288469,0.370911823089991,0.246333700843058,0.149122748450863,0.233631727616087,0.366750965103392,0.203578799126861,0.29412495714829,0.135545278621456,1,0,0
0.262199946495081,0.409034763557376,0.277867399759328,0.050897890188215,0.242419465448061,0.157416717331254,0.269202443664038,0.330961373556647,0.189668241028744,0.282636328975369,0.231665029832945,0.296030400162942,0,0,0
0.221714485979811,0.184632439970613,0.473512034798683,0.120141039250892,0.30179812201417,0.214882226195314,0.327276363716234,0.156043288074281,0.319779905571887,0.286527351243141,0.183101009805582,0.21059173337939,0,0,0
0.108060422145187,0.286867506605768,0.246364412003247,0.358707659245798,0.358987168338197,0.263324534888352,0.25835284878424,0.119335447989211,0.356586967612953,0.211042979623906,0.0606763681544328,0.371693684608707,0,1,1
0.181281869890588,0.190890856627837,0.491669725725415,0.13615754775616,0.265690243558327,0.211233708695172,0.174715680412161,0.348360367334339,0.464538949025069,0.16955336346354,0.151292209589738,0.214615477921652,1,0,0
0.329808135904638,0.348717367345264,0.177079610436122,0.144394886313976,0.243796580151455,0.232789421673145,0.244156916553498,0.279257081621902,0.228817034951586,0.259166230919738,0.257023929762077,0.254992804366599,0,0,0
0.185975933757079,0.146524884307149,0.159859425067698,0.507639756868073,0.212818251844266,0.267140326930803,0.157202992626251,0.362838428598679,0.183604637436994,0.446994446347286,0.200527945429212,0.168872970786508,0,0,0
0.257468083480554,0.457912692907602,0.168951261836523,0.11566796177532,0.21791724885619,0.182847589924241,0.309848162458914,0.289386998760655,0.233637896846291,0.246354226864222,0.289879849644754,0.230128026644732,0,0,0
0.476840100226998,0.161620755427506,0.139153160942872,0.222385983402625,0.154108983143343,0.389059297928594,0.241695903526732,0.215135815401331,0.262292597977357,0.210688522238754,0.14918817507604,0.377830704707849,1,1,1
0.218736014840139,0.1467034465212,0.164403686380297,0.470156852258364,0.109370991854017,0.281633216999172,0.396816523518211,0.2121792676286,0.229624725609955,0.378596762207158,0.118101609792846,0.27367690239004,0,1,0
0.273565049572027,0.206747158555462,0.382354500181454,0.137333291691056,0.14736838016174,0.128690950196363,0.442940040013137,0.28100062962876,0.244044151764615,0.230838006981427,0.403146772975124,0.121971068278835,1,0,1
0.164002610275103,0.30931695057507,0.274663476725879,0.252016962423948,0.336099970562091,0.144668932056363,0.167014304055624,0.352216793325922,0.276823861969655,0.152876563489547,0.361073616678427,0.209225957862371,1,0,0
0.258008635865353,0.18622827767987,0.253101941607334,0.302661144847443,0.263091794910245,0.205470967009964,0.273051863640846,0.258385374438944,0.253460746390003,0.239074822648573,0.264949322426047,0.242515108535377,0,0,0
0.58541532043789,0.105428304470415,0.16942980957841,0.139726565513284,0.185490043035478,0.156845163111028,0.474298938370215,0.183365855483279,0.280016479346788,0.286485086296529,0.198062978512808,0.235435455843875,0,0,0
0.177618090861016,0.243036626296743,0.284020010984646,0.295325271857595,0.222579423638136,0.138242530945377,0.359618240476191,0.279559804940296,0.0727119569379889,0.0873482084029905,0.485112156115257,0.354827678543763,0,0,0
0.129121634141259,0.167182950383976,0.188664026220989,0.515031389253777,0.177140183660732,0.414429283194662,0.176063069058272,0.232367464086333,0.214305721047273,0.15390733425429,0.388398712226217,0.243388232472219,0,0,0
0.336245435743278,0.278354825850372,0.247513145479802,0.137886592926548,0.25099576852356,0.284865717404271,0.228498189207799,0.235640324864369,0.254785810633797,0.288013992415774,0.289525037441909,0.167675159508519,0,0,0
0.22900938399459,0.134270660481964,0.334450071525852,0.302269883997595,0.227474339513649,0.12475546490918,0.284850127393738,0.362920068183433,0.256033369463576,0.254459509185799,0.300129694341604,0.189377427009021,0,0,0
0.138564513696668,0.270127491668298,0.278761986645577,0.312546007989457,0.246071997513558,0.203047512549648,0.310444333886259,0.240436156050535,0.161263893068807,0.203095459798542,0.444379658665709,0.191260988466941,0,0,0
0.237414005000046,0.384003648408466,0.178740131578976,0.199842215012512,0.189976450789762,0.43895809190142,0.195522094577776,0.175543362731042,0.277090292512727,0.291758616491158,0.202642475083466,0.228508615912648,0,0,0
0.140146365171972,0.0784082075496444,0.715770763348753,0.065674663929631,0.415159553287069,0.207273236491093,0.260370455057925,0.117196755163912,0.0818538166064145,0.120063260059974,0.253523327547551,0.54455959578606,1,1,1
0.273798352217414,0.31413408674106,0.249768635280029,0.162298925761497,0.325980938841421,0.276821896881489,0.286673840549295,0.110523323727794,0.0957980588949081,0.43652579301656,0.204218203317387,0.263457944771145,0,0,0
0.0990420850980499,0.0645523641730939,0.49847885158116,0.337926699147696,0.460645419571128,0.116529873891439,0.291827888991754,0.130996817545679,0.39450262981093,0.255416720422467,0.149361400204338,0.200719249562264,0,0,0
0.242512216918549,0.37845577340617,0.335346936207805,0.0436850734674757,0.276823866113109,0.20206043339484,0.280575070282885,0.240540630209166,0.231657236955121,0.2329822301204,0.26145971417416,0.273900818750318,0,0,0
0.151300078703694,0.0320023324168414,0.48640132765064,0.330296261228824,0.460760228814784,0.0602386545449989,0.361466013912821,0.117535102727395,0.358942995805386,0.328683234184513,0.109433094125812,0.202940675884287,1,1,1
0.041949581344062,0.444725373883613,0.0958604480522771,0.417464596720048,0.107344759541707,0.136447921279659,0.277899723426932,0.478307595751702,0.377730763884419,0.385100452057546,0.138542488632001,0.0986262954260336,0,0,0
0.394893613086638,0.241043419401178,0.161486701298443,0.202576266213742,0.151215279331599,0.575977171223137,0.153553175225634,0.119254374219629,0.33929096356057,0.134774180649147,0.415550132184095,0.110384723606188,1,0,0
0.0677238317505125,0.420321945070088,0.170584464872675,0.341369758306725,0.267107057292082,0.283366747544911,0.213060278907038,0.236465916255969,0.220099942249369,0.187428909360527,0.276278056501565,0.316193091888539,0,0,0
0.339541089116441,0.318345327957971,0.147754769918686,0.194358813006903,0.222309871480594,0.255555876817784,0.330604195459504,0.191530056242118,0.199104058237785,0.297788819180879,0.276154579792153,0.226952542789183,0,0,0
0.280532550583134,0.218427040820963,0.205044838893033,0.29599556970287,0.197807512787291,0.290737176615194,0.291121499452807,0.220333811144708,0.232301180370121,0.281138152014046,0.295446906558142,0.19111376105769,0,0,0
0.123225247527702,0.127639156914129,0.399290069154846,0.349845526403323,0.26333902615672,0.399073435616995,0.223037922046258,0.114549616180027,0.0879277309142482,0.307646462648135,0.0848593489208146,0.519566457516802,0,1,0
0.206210633165719,0.3644420626193,0.17858117305753,0.250766131157452,0.308523799157859,0.288258680710773,0.226768493865412,0.176449026265956,0.386068339548894,0.0893983218046616,0.112301063356932,0.412232275289512,0,0,0
0.136796584471586,0.477209149577846,0.246817911921423,0.139176354029145,0.219944662144998,0.173295662552003,0.47343226704323,0.133327408259768,0.273589948296764,0.2797333941662,0.250228506975498,0.196448150561538,1,0,0
0.0633865421121684,0.241600205085858,0.18884773999131,0.506165512810664,0.267122016913371,0.189958189284543,0.285885413963897,0.257034379838188,0.36680320455139,0.156109114690973,0.161446565663256,0.315641115094381,1,0,0
0.2313157548356,0.193284325539409,0.350111141810089,0.225288777814902,0.296587552926495,0.176607760592394,0.163167710291285,0.363636976189825,0.272157839502644,0.226959531153669,0.357076497054417,0.14380613228927,0,0,0
0.391974678512521,0.326360805948256,0.189738717079218,0.0919257984600054,0.258740157665604,0.289903433836322,0.183623315435538,0.267733093062536,0.251952758466218,0.291254944961825,0.158183983722058,0.298608312849899,0,0,0
0.273345271090632,0.261147727613855,0.391249283056054,0.0742577182394595,0.164123141586645,0.252041412815829,0.254423207038023,0.329412238559503,0.162531925597455,0.165115565997481,0.368341527516661,0.304010980888402,0,0,0
0.306944344399413,0.327072807946612,0.226994727659901,0.138988119994074,0.159417272322921,0.318579052938037,0.308436201571855,0.213567473167187,0.117799410800551,0.214891442027893,0.381485333051817,0.285823814119738,0,0,0
0.230361441576582,0.254279327518613,0.270858946080615,0.24450028482419,0.235357165464392,0.173667028341484,0.292414535204607,0.298561270989517,0.329011497776776,0.392559110261679,0.206279606401234,0.0721497855603109,0,0,0
0.176813320225004,0.276775380033316,0.207162943264843,0.339248356476837,0.362943926263635,0.2774973058584,0.15669594375204,0.202862824125924,0.288514086493363,0.241471938952745,0.199033181566855,0.270980792987036,0,0,0
0.101306376360962,0.0391489996780863,0.163048659023333,0.696495964937619,0.198993132361295,0.30459932073197,0.234085122406671,0.262322424500063,0.319183222355416,0.198134882436745,0.311065684776651,0.171616210431188,0,0,0
0.26022717631235,0.653936002555136,0.0400892119319626,0.045747609200551,0.153571703683068,0.384027965339377,0.0898930392766422,0.372507291700912,0.0847363276826658,0.54144126192679,0.125214714825677,0.248607695564866,1,1,1
0.132870554168283,0.244273549722908,0.298969797738273,0.323886098370536,0.2669837754105,0.19760321356204,0.244453336690312,0.290959674337147,0.423667068906532,0.0758620695191632,0.415854419972447,0.0846164416018577,0,0,0
0.302331506987291,0.360223666034622,0.252627774694497,0.0848170522835893,0.204368100249632,0.247225272890486,0.236612265412301,0.311794361447581,0.247800529689815,0.295701065600002,0.187172202641478,0.269326202068706,0,0,0
0.106669196000775,0.248202394813214,0.496214735671321,0.148913673514691,0.293275746616739,0.204752220767789,0.311786699359568,0.190185333255904,0.228524016982556,0.354281760552533,0.169123603610237,0.248070618854673,0,0,0
0.133746261650477,0.271729464202299,0.285335419535742,0.309188854611481,0.195143494942393,0.33905569608527,0.208441084928654,0.257359724043683,0.135053647963706,0.151405085443823,0.274209887913424,0.439331378679048,1,0,0
0.427695601055605,0.192168157934913,0.222921551853537,0.157214689155945,0.0303877864023342,0.194315295343313,0.0719359590051932,0.703360959249159,0.105664111915621,0.163640216451277,0.358013473099668,0.372682198533434,1,1,1
