State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
DV,23599.56,38.990771557724614,5931.92,17.209776291399027,0.0,0.0,22264.04,28.59315069499454,83.68,1.8670118728420917,0.0,0.0,675.76,4.545796593190974,0.0,0.0
HV,43852.4,42.99945736091716,5929.68,11.641552015660686,0.0,0.0,22212.12,35.35615552253007,11.64,0.7390985500369127,0.0,0.0,1398.64,7.567447830455568,0.0,0.0
VV,5188.92,13.801318777566152,5885.84,15.315534597264309,0.0,0.0,22272.32,29.602630513745453,141.0,1.9295940851208404,0.0,0.0,6.64,0.6321392251711643,0.0,0.0
RV,23702.32,36.158619073926666,5919.88,12.16392480520439,0.0,0.0,22246.76,35.41375815508242,76.04,2.000399960007998,0.0,0.0,615.56,4.465452571315327,0.0,0.0
LV,23683.32,29.897866144592996,5907.96,17.37320542291107,0.0,0.0,22220.16,24.754170019076245,83.24,2.1979384280123346,0.0,0.0,705.28,6.15779181200534,0.0,0.0
LL,23689.56,30.505085914756357,27487.64,32.57421679795233,0.0,0.0,12254.56,30.430142950699395,461.64,4.40260528929557,0.0,0.0,507.84,4.284732585977021,0.0,0.0
RL,23713.08,27.694459132950527,27422.96,30.815822775537463,0.0,0.0,12283.04,22.46370999337969,968.8,5.792236183029832,0.0,0.0,189.04,2.7607245425793576,0.0,0.0
VL,5206.0,14.415154063230357,27476.16,33.369031551225255,0.0,0.0,12276.04,18.7014687480244,72.28,1.8434749794884664,0.0,0.0,41.48,1.2411285187280163,0.0,0.0
HL,43807.92,32.70748742005924,27443.92,24.57247240307739,0.0,0.0,12296.36,22.289599966501573,1465.56,7.052205328831542,0.0,0.0,703.6,3.6578682316343767,0.0,0.0
DL,23614.12,33.633283118561785,27469.8,32.86107119373925,0.0,0.0,12252.16,21.271787262318448,831.44,4.07516052853545,0.0,0.0,310.12,4.089140088902147,0.0,0.0
AL,25567.0,34.935034945834346,27480.0,30.093576280218564,0.0,0.0,12277.96,23.477328070573392,699.52,5.92933947979593,0.0,0.0,429.84,3.5808192731086925,0.0,0.0
AR,25507.72,34.52730899833734,27277.68,31.781111790915475,0.0,0.0,12137.48,21.148689478704505,835.56,6.028288867221499,0.0,0.0,335.32,3.023640190234281,0.0,0.0
DR,23573.68,41.514243338883105,27135.28,36.0406030286213,0.0,0.0,12136.8,23.21630174396143,634.88,4.654861258225999,0.0,0.0,416.28,3.3860104351089455,0.0,0.0
HR,43912.12,39.83266331375127,27260.04,36.29249141810649,0.0,0.0,12186.64,26.09762952198277,1378.64,7.083520781833471,0.0,0.0,716.32,4.604244418649673,0.0,0.0
VR,5230.32,17.241299254986558,27309.88,35.328568232145116,0.0,0.0,12189.92,30.56211816394058,80.52,1.4573034458661425,0.0,0.0,36.72,1.2213653562031852,0.0,0.0
RR,23696.64,31.574719845682456,27275.96,30.723035874296887,0.0,0.0,12152.08,19.664682385773062,374.92,3.556646360454372,0.0,0.0,469.2,5.02858495669176,0.0,0.0
LR,23719.64,33.487454367270146,27333.8,34.5590316222354,0.0,0.0,12165.8,21.852688621769175,1016.04,6.280254771902172,0.0,0.0,229.4,2.7748873851023217,0.0,0.0
