State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
LA,24612.08,30.91115871871084,27256.56,34.40974086892645,0.0,0.0,12767.24,18.69761838666447,628.16,4.391157782028182,0.0,0.0,449.36,4.3007286204394095,0.0,0.0
RA,24677.08,33.14236563674959,27261.44,38.1700179023624,0.0,0.0,12796.76,27.08900638020278,791.96,5.021115413929458,0.0,0.0,290.52,3.6688417790905086,0.0,0.0
VA,11131.48,25.789540515488056,27267.56,33.71889084771324,0.0,0.0,12801.6,17.582851494187928,265.2,3.7625346067068497,0.0,0.0,123.72,2.1334791616824695,0.0,0.0
HA,39422.56,34.968084496199296,27271.72,33.058358499276196,0.0,0.0,12798.2,23.907948469076135,1219.24,6.557763846515568,0.0,0.0,644.56,5.577358992689401,0.0,0.0
DA,24686.16,34.91836575022758,27274.6,39.54360462409398,0.0,0.0,12764.84,24.097695602138668,208.84,2.888875213642846,0.0,0.0,636.96,4.9276363502190375,0.0,0.0
AA,25965.84,38.31995476684874,27270.48,21.41659169896088,0.0,0.0,12834.88,26.727658583073328,1268.92,7.5321355980005205,0.0,0.0,128.64,2.216513779188691,0.0,0.0
AD,25949.92,28.644075594556494,27320.28,27.867335717646206,0.0,0.0,12736.92,20.594895807780464,244.32,2.829440462941981,0.0,0.0,627.64,5.101267816272082,0.0,0.0
DD,24606.12,30.700343103403043,27339.0,33.58119513457892,0.0,0.0,12794.4,22.292450141995012,1285.04,7.86966327106821,0.0,0.0,115.08,2.4966110363183662,0.0,0.0
HD,39325.28,36.67785526263316,27380.24,30.943673559119212,0.0,0.0,12739.2,21.153723076565033,1280.04,7.201036962364054,0.0,0.0,604.64,4.9936225995430075,0.0,0.0
VD,11159.76,17.936673790496013,27390.72,32.77130452087619,0.0,0.0,12744.96,17.138502462778554,253.36,2.7257292602164287,0.0,0.0,134.08,2.190068492079643,0.0,0.0
RD,24665.8,35.11044478973933,27303.56,28.810824354745563,0.0,0.0,12695.0,22.039056241137008,582.08,4.467631736539319,0.0,0.0,408.88,3.0475782735367654,0.0,0.0
LD,24598.68,30.415824828532926,27376.64,31.95438832669675,0.0,0.0,12749.96,14.683945882039566,858.2,5.466869914920847,0.0,0.0,304.24,3.490119386687701,0.0,0.0
LH,24607.88,37.674098971751576,42687.8,47.88872518662404,0.0,0.0,5608.36,12.6422413624589,1210.6,8.862655734409786,0.0,0.0,135.64,2.0173249614278808,0.0,0.0
RH,24694.96,28.786830322215053,42670.48,48.42482558908533,0.0,0.0,5609.28,15.50349637984929,1096.6,5.131276644267,0.0,0.0,150.0,2.009975124224178,0.0,0.0
VH,11159.84,17.73082814384784,42534.52,44.159110800226344,0.0,0.0,5578.76,16.153666250524473,11.76,0.6035450825470013,0.0,0.0,250.0,3.4185767018843776,0.0,0.0
HH,39305.28,32.6237398224054,42642.24,47.574512784333024,0.0,0.0,5580.72,13.835644786805805,2472.88,10.628000752728614,0.0,0.0,18.44,0.9593053042002149,0.0,0.0
DH,24602.96,28.86297974915272,42653.68,40.44674358544414,0.0,0.0,5609.32,10.245929272968201,1218.52,6.6176833811639355,0.0,0.0,151.24,3.0470094628449496,0.0,0.0
AH,25889.32,39.62863947534241,42602.68,40.53001850480703,0.0,0.0,5620.6,15.860432949113761,1267.52,7.159404072034673,0.0,0.0,127.32,2.5296376552120403,0.0,0.0
AV,25880.04,30.795155463156856,11878.32,18.31372163160727,0.0,0.0,19948.8,21.31548732729327,248.04,4.135811085305195,0.0,0.0,640.12,5.423504402137053,0.0,0.0
DV,24613.8,27.565497758369368,11899.48,24.904023771270374,0.0,0.0,19928.36,33.088259750753494,267.92,3.3837454592999956,0.0,0.0,610.48,4.890848597125042,0.0,0.0
