State,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
LA,24411.88,39.949356273495404,26880.52,57.16840969160036,0.0,0.0,12756.76,35.59018029363342,657.88,5.38495434830541,0.0,0.0,416.56,4.40343805073566,0.0,0.0
RA,24472.52,35.97870295976033,26873.64,34.09799016559969,0.0,0.0,12751.52,23.307518100389842,708.88,3.818516291266369,0.0,0.0,307.68,3.665478595399697,0.0,0.0
VA,7445.08,15.9025071398611,26811.8,28.168185363396532,0.0,0.0,12709.32,21.615173682701077,137.52,2.947948439169179,0.0,0.0,65.6,1.7767010628315236,0.0,0.0
HA,42608.88,42.32612747070853,26853.92,34.57002169510456,0.0,0.0,12714.6,15.106731391447104,1301.6,7.622335600063802,0.0,0.0,703.28,5.238803934741847,0.0,0.0
DA,24284.88,30.28615305162851,26835.96,31.078045841611942,0.0,0.0,12732.64,19.775142645924625,322.52,3.5866047082628625,0.0,0.0,581.44,4.495953736416779,0.0,0.0
AA,25858.36,29.109957059398077,26822.36,32.4550396702885,0.0,0.0,12752.92,18.740590527871138,1129.0,5.129977257909305,0.0,0.0,192.44,2.8577846898136565,0.0,0.0
AD,25860.16,27.855680450014734,27019.24,49.267409105817606,0.0,0.0,12629.72,26.449166338468967,362.04,3.4691401432247346,0.0,0.0,565.76,4.416740879879642,0.0,0.0
DD,24231.04,42.2486875535797,27014.64,33.50760510690073,0.0,0.0,12616.0,23.15923142075315,1136.64,6.776400224307888,0.0,0.0,162.76,1.9098691054624664,0.0,0.0
HD,42568.4,36.6676515019256,27048.72,29.002156241677387,0.0,0.0,12658.48,23.090049805056722,1369.04,6.147758399069804,0.0,0.0,661.12,5.622668405659363,0.0,0.0
VD,7438.6,14.46420870055923,26970.08,38.593821612619124,0.0,0.0,12612.88,21.23199786485797,126.84,3.169479452528443,0.0,0.0,74.88,2.010240449962806,0.0,0.0
RD,24365.0,29.84833887058597,27007.12,37.2544100297759,0.0,0.0,12632.4,22.547431487126566,614.4,4.5931107831911335,0.0,0.0,369.24,3.8385240218952212,0.0,0.0
LD,24317.24,35.32757563150916,26995.24,35.82970276181481,0.0,0.0,12625.32,21.225591471931548,788.12,5.768685581077663,0.0,0.0,332.04,3.88736414553615,0.0,0.0
LH,24296.04,36.869521287914765,45836.08,44.465151898237494,0.0,0.0,3796.0,17.89208391067588,1304.24,5.998966577669857,0.0,0.0,75.88,1.2265398485169574,0.0,0.0
RH,24297.44,31.161465519666002,45862.84,39.45785430895434,0.0,0.0,3779.72,10.75864303711207,1166.84,6.900164249252815,0.0,0.0,78.4,2.052640575778754,0.0,0.0
VH,7412.56,16.99922351167841,45813.44,52.75828781654436,0.0,0.0,3767.56,11.361202987946891,10.96,0.7820485918406862,0.0,0.0,128.0,2.3007245235649867,0.0,0.0
HH,42480.4,40.4972015494075,45804.0,39.30911683905741,0.0,0.0,3804.24,12.131677542697876,2673.04,10.83843162085733,0.0,0.0,19.76,0.8312239970870268,0.0,0.0
DH,24215.56,24.026171841001496,45872.52,37.509426370802665,0.0,0.0,3783.96,14.214016556437054,1320.68,7.7956654622937736,0.0,0.0,82.92,1.811923471525955,0.0,0.0
AH,25820.44,30.223891212085846,45829.04,44.65282671156814,0.0,0.0,3789.64,12.366201249103675,1377.76,8.151539731854344,0.0,0.0,67.96,1.4508388378222212,0.0,0.0
AV,25748.04,36.20527033457974,7893.04,19.956409162639122,0.0,0.0,21537.12,32.73404547765725,128.52,2.4570442948116886,0.0,0.0,693.6,4.950084174368486,0.0,0.0
DV,24100.24,27.622290515692818,7892.44,14.451422075353,0.0,0.0,21591.28,25.66388642950765,142.04,2.1637005338077637,0.0,0.0,656.24,4.715675985476525,0.0,0.0
HV,42384.48,41.383052892055545,7853.96,16.581664572653736,0.0,0.0,21541.6,35.288572276777266,12.12,0.49436828377233094,0.0,0.0,1338.88,7.754207460039569,0.0,0.0
VV,7418.96,14.755166326861021,7898.76,19.841142440225898,0.0,0.0,21585.0,36.37677830704638,259.64,3.559438157912004,0.0,0.0,7.56,0.5861740355901139,0.0,0.0
RV,24252.68,29.54407554823809,7843.6,21.384651816976895,0.0,0.0,21527.28,32.88827146567603,140.32,3.075017615125698,0.0,0.0,594.56,5.920889572803511,0.0,0.0
LV,24242.16,26.745509280375774,7878.6,15.476864454188817,0.0,0.0,21592.48,29.380045382311216,144.28,2.5050083166861277,0.0,0.0,677.52,4.682990497534668,0.0,0.0
LL,24263.28,29.31930649475416,27428.08,34.026358410306955,0.0,0.0,12410.0,15.410602410894478,337.56,3.2306242946732957,0.0,0.0,571.28,4.114818748539641,0.0,0.0
RL,24251.36,21.378250630021164,27355.52,37.058877478952326,0.0,0.0,12455.92,23.829527901324443,1065.44,6.395592232154892,0.0,0.0,139.88,2.507535310485843,0.0,0.0
VL,7414.0,16.67932852365466,27381.56,30.607084147301585,0.0,0.0,12399.72,21.090955407472656,126.24,2.7834510953131546,0.0,0.0,68.88,2.284235831374102,0.0,0.0
HL,42464.0,42.31063696046185,27380.28,25.555398646861292,0.0,0.0,12466.56,18.874416547273718,1396.08,7.255324481601998,0.0,0.0,665.64,3.41363930920262,0.0,0.0
DL,24180.8,25.961188981503398,27331.2,32.61359634671814,0.0,0.0,12425.4,20.522020693229344,796.6,5.948669318987791,0.0,0.0,327.8,4.013726448077895,0.0,0.0
AL,25670.24,28.013822778526084,27399.72,36.0956839525171,0.0,0.0,12440.6,26.089972530968037,708.4,5.022615520489963,0.0,0.0,422.0,4.661187259343554,0.0,0.0
AR,25760.8,43.800304412945195,27259.16,39.13343327641979,0.0,0.0,12289.04,23.856060026752115,794.4,4.825626038833372,0.0,0.0,343.16,4.761890380930666,0.0,0.0
DR,24108.32,34.590447621658015,27226.08,40.19779927641148,0.0,0.0,12283.2,19.153937802272754,656.52,4.850470767530371,0.0,0.0,416.44,4.778451632066604,0.0,0.0
HR,42406.96,35.87345722582832,27268.56,23.29156356566328,0.0,0.0,12272.0,24.259912063594406,1311.2,5.805170109479997,0.0,0.0,689.96,5.426625716471209,0.0,0.0
VR,7380.84,15.070686779307703,27260.68,31.447825574009613,0.0,0.0,12280.92,19.464918871309656,136.32,2.4122741690501655,0.0,0.0,65.8,1.5821925715074425,0.0,0.0
RR,24241.0,34.132584627205325,27188.36,35.33236854028705,0.0,0.0,12262.24,23.5379325062051,271.28,3.84210012015998,0.0,0.0,531.96,4.867401770965696,0.0,0.0
LR,24180.76,31.00662724859531,27207.4,29.829850820947797,0.0,0.0,12239.2,21.157977219006547,1095.16,6.623362690758624,0.0,0.0,179.92,3.494242884135752,0.0,0.0
